,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,like
453,Throttle,Hit the Road Jack (Cazztek Extended Remix),Hit the Road Jack - Cazztek Extended Remix,0KtW8YYwExpEVn3Jqy5iv7,0.779,0.94,2,-3.015,1,0.209,0.0212,0.638,0.839,123.991,160645,4,True
454,DJ Gollum,The Bad Touch,The Bad Touch - Empyre One Edit,61SxEdYxhDJreaBwq1kWN4,0.556,0.986,0,-5.686,0,0.0538,1.56e-06,0.254,0.501,142.051,202144,4,True
455,Topmodelz,Best of Topmodelz (Edition 2.0),Maniac 2014 - Single Mix,6xE7kjwscuykMLsagqVU2I,0.682,0.873,3,-4.575,0,0.041,0.00251,0.4,0.596,129.957,200000,4,True
456,Vigiland,Shots & Squats,Shots & Squats,3FS2e59gXFXrcg7sN2mL5z,0.818,0.819,1,-5.052,1,0.116,0.000392,0.225,0.279,128.02,171799,4,True
457,Britney Spears,Toxic (Y2K & Alexander Lewis Remix),Toxic - Y2K & Alexander Lewis Remix,48C9sYkAOavqzFn77bxGR3,0.747,0.468,8,-9.401,1,0.218,0.0131,0.199,0.45,157.98,106329,4,True
458,FISHER,Losing It,Losing It,6ho0GyrWZN3mhi9zVRW7xi,0.76,0.964,2,-5.844,1,0.0577,0.703,0.0975,0.643,125.003,248036,4,True
459,Various Artists,"The Party Essential - Best Of Techno, House & #1 Dance Club Hits",Barbie Girl - Radio Edit,28LhVn1zeoaxA4ri1uFir5,0.534,0.999,1,-5.005,0,0.0513,0.59,0.0703,0.532,141.019,254026,4,True
460,DJ Goja,Crazy,Crazy,2vXV3lIR0ouayIETSh7Fxs,0.797,0.514,10,-7.177,0,0.19,4.47e-06,0.247,0.43,108.992,161835,4,True
461,Simon From Deep Divas,The Rhythm of the Night (Remixes),The Rhythm of the Night - 2014 Hi Def Edit,2lSlccBXXovQXYcpk9khHj,0.558,0.932,0,-3.981,0,0.0363,0.000276,0.111,0.756,128.049,204373,4,True
462,Syn Cole,Californication,Californication,0B72JuF9O9z9zzPrIMu9hn,0.688,0.8,9,-4.838,0,0.0265,0.00215,0.093,0.276,106.026,183396,4,True
463,RICCI,Whistle,Whistle,0s7TF4xqdNcXn8U8cWXrhC,0.712,0.934,2,-4.769,1,0.0595,6.22e-06,0.0542,0.53,120.024,196030,4,True
464,Sound Of Legend,Blue (Da Ba Dee) [Sound of Legend Version Edit],Blue (Da Ba Dee) - Sound of Legend Version Edit,3JUxU3KohteqkLk9BOpQ1c,0.575,0.978,7,-1.81,0,0.0613,0.000347,0.118,0.212,128.013,179893,4,True
465,Robbe,Kings & Queens,Kings & Queens,2tSnkmZL1916IUzMIOC4Qz,0.779,0.66,1,-10.341,0,0.0821,0.0,0.217,0.693,126.024,155576,4,True
466,VINAI,Up All Night (feat. Afrojack),Up All Night (feat. Afrojack),5k1uIPpsHmnbWFr4nbpdYb,0.637,0.868,1,-4.921,0,0.0555,2.12e-05,0.288,0.444,100.048,160907,4,True
467,Davai,Replay (feat. CIRE),Replay (feat. CIRE),164C9bSF4ryqWXI4XgxTE0,0.776,0.809,6,-5.726,0,0.069,0.0,0.179,0.582,100.071,202520,4,True
468,Jacob Tillberg,Shape of You,Shape of You,5hmgIOkzo1ivObjZHpP7w9,0.784,0.658,1,-6.681,0,0.0545,7.65e-06,0.0801,0.88,95.982,217519,4,True
469,LUM!X,Monster (Robin Schulz Remix),Monster - Robin Schulz Remix,4tknhO5RmXIxnpoipMKBmG,0.475,0.815,8,-6.068,0,0.124,0.0,0.11,0.48,126.164,165947,4,True
470,MEDIKAL,The Box,The Box,1H8Wh4AmLJRZJvFA40AyGj,0.784,0.633,2,-9.279,1,0.213,2.63e-06,0.27,0.464,125.122,203525,4,True
471,Nicola Fasano,I Like to Move it (Radio Mix),I Like to Move it - Radio Mix,0MjeQ5T5E50q0d3i72854N,0.72,0.929,0,-3.879,0,0.0447,0.00681,0.0935,0.623,127.985,158501,4,True
472,SDJM,That Way,That Way,0Sc5lXL9iqUHibXRfiquGn,0.594,0.889,6,-3.898,1,0.034,5.68e-06,0.143,0.533,119.958,158372,4,True
473,Emdivity,Slow Down,Slow Down,6dedqDWMV9pSbK3kgF18kv,0.753,0.866,11,-5.044,1,0.0784,0.209,0.223,0.287,100.015,191160,4,True
474,NICKYP,Motivation,Motivation,6L7BrqLNMQkVWyXEOYBuMX,0.335,0.878,4,-4.239,0,0.193,0.000169,0.209,0.278,149.912,184000,4,True
475,Twax,Tom's Diner,Tom's Diner,3L3zmAiakI1JglpioFqILv,0.818,0.825,3,-6.478,0,0.0317,0.000166,0.0896,0.967,116.997,185600,4,True
476,Lotus,Wouldn't It Be Good (feat. Nik Kershaw) [Radio Edit],Wouldn't It Be Good (feat. Nik Kershaw) - Radio Edit,5qrFG7S5LaAxMZBUvZwRG2,0.744,0.831,3,-6.149,0,0.0938,0.188,0.0902,0.456,124.983,171120,4,True
477,Edson Faiolli,Trying to Go Back,Trying to Go Back,2dIGFrv4mljwdyrszh4pjv,0.641,0.706,8,-11.807,0,0.0333,0.000805,0.206,0.404,125.974,188948,4,True
478,Edson Faiolli,Monster,Monster,4aJcc3C8ANMN6sVXCt8DPa,0.797,0.626,1,-9.935,0,0.0884,0.00642,0.125,0.142,126.021,173948,4,True
479,Amfree,The Sweetest Symphony,The Sweetest Symphony,7cU6IUp6acVNHEaIDasaNM,0.751,0.786,9,-4.626,1,0.0338,0.00186,0.106,0.387,120.029,176500,4,True
480,DJ Shog,In the Air Tonight,In the Air Tonight - Sway Gray & Lookee Remix Edit,6AcMgdWeIOWyF2doE0LI2g,0.737,0.703,3,-4.165,0,0.0282,0.0149,0.222,0.785,121.948,198000,4,True
481,Flaremode,Genie in a Bottle (Klaas Original Edit),Genie in a Bottle - Klaas Original Edit,2qK6OAMBkQg9l7mwAgCCGT,0.698,0.747,8,-5.689,0,0.0464,2.19e-05,0.107,0.465,119.998,144227,4,True
482,Naeleck,All My Heroes,All My Heroes - Radio Edit,0TRmtiR9q6XnYDzXmoMpGC,0.609,0.668,11,-4.515,1,0.0308,0.0104,0.0974,0.212,82.975,228434,4,True
483,Bodybangers,All That She Wants (feat. Victoria Kern) [Radio Edit],All That She Wants (feat. Victoria Kern) - Radio Edit,4Ph1bwwPQoM52ev2qKdzUE,0.791,0.916,11,-3.032,1,0.053,0.000639,0.288,0.18,118.978,150587,4,True
484,Conor Ross,Elevate,Elevate,5B3UK9FclS6qTVcrYk9lRP,0.653,0.897,1,-3.519,1,0.0319,0.0136,0.112,0.043,128.026,197674,4,True
485,Kompulsor,Around the World (La La La La),Around The World (La La La La) - Pete Mazell Remix Edit,3oay2GzAWGU31wzCViyR8J,0.767,0.77,2,-6.15,1,0.0607,7.78e-05,0.117,0.929,130.021,213813,4,True
486,Various Artists,They've Got It Going On...The Best Boybands Ever!,Take On Me,233Jq3grqg7yTyYLHh8bKP,0.559,0.948,9,-3.478,1,0.0593,4.16e-06,0.266,0.427,82.557,214013,4,True
487,SAYGRACE,You Don't Own Me REMIXES,You Don't Own Me (feat. G-Eazy) - Candyland Remix,6OtQHgI8hVudAEtUHgmekh,0.429,0.852,8,-3.276,1,0.0669,4.67e-05,0.337,0.31,108.807,208665,3,True
488,Jacob Tillberg,Three Trees,Three Trees,6NWq3JOKCQ21Av7y2q5RFb,0.672,0.628,6,-7.203,1,0.0856,0.587,0.333,0.159,60.045,185005,4,True
489,Various Artists,PROCON WINTER COMPILATION 2015 (Orginal Mix),I Walk Alone,2297YxhNyHCxLc0QFfqCFK,0.881,0.655,1,-8.689,1,0.166,0.0184,0.0712,0.672,127.967,271852,4,True
490,Damon Paul,Rhythm Is a Dancer,Rhythm Is a Dancer - Festival Mix,6zjvc4LQpdZTd0faiD1xl3,0.68,0.923,4,-5.101,0,0.037,0.0031,0.0719,0.194,128.006,210000,4,True
491,Pulsedriver,20 Years (Pulsedriver presents),Touch Me,50y077DBhbxpqKTOCQQABw,0.77,0.931,9,-4.34,0,0.0565,0.00274,0.219,0.607,128.047,201000,4,True
492,Various Artists,40 European Electro House Hits,Eye Of The Tiger - Sunset Crew Radio,7t3gO62G0SAF1L6n6fZ23T,0.695,0.84,0,-5.999,0,0.0325,0.000119,0.309,0.722,130.072,225610,4,True
493,Klaas,What Is Love 2K9,What Is Love - Cansis Remix Edit,5QPtn6Up1Au1Id53W4RH2k,0.711,0.99,5,-5.056,1,0.224,0.000221,0.281,0.397,137.986,190547,4,True
494,Various Artists,Hands Up!,Destination Calabria (Feat. Crystal Waters) - Original Radio Edit,2QMdxS78DaXP8aS8qJqGzU,0.627,0.954,2,-4.804,1,0.0425,0.000814,0.292,0.312,128.016,223112,4,True
495,Various Artists,Pump It Vol 11,What A Feeling (Radio Edit),6hROWoHN1KYXXaj5m9thoD,0.43,0.841,7,-3.524,0,0.0763,0.00099,0.613,0.449,128.025,232677,4,True
496,Sebraa,Inside,Inside,5WBgxMPfLPwrK3c5eS59LU,0.819,0.653,8,-8.907,0,0.0596,6.11e-05,0.336,0.312,120.033,200010,4,True
497,Nick Skitz,Skitzmix 51 (Mixed by Nick Skitz),Forever Young (Single Edit),36V4BvIGgogKNOs3eYuapP,0.623,0.823,0,-5.32,1,0.103,0.0,0.27,0.854,146.039,195681,4,True
498,The Real Booty Babes,Connected,Since U Been Gone - Radio Edit,69i3eiwJQSoTZNU6xfoH53,0.641,0.922,7,-5.897,1,0.168,0.00516,0.361,0.414,140.007,184867,4,True
499,Various Artists,Dancefloor Dynamite 8,Call Me Maybe (Basslouder Remix Edit),24WPcwcxLZAAbO2OKr47gm,0.497,0.965,7,-5.745,1,0.0501,0.0887,0.0814,0.58,143.997,223348,4,True
500,De-Grees,Apologize,Apologize - Ti-Mo vs. Stefan Rio Radio Edit,4sRKG3kD0RAf6hajHE0MwJ,0.577,0.908,3,-5.274,1,0.0523,0.000175,0.0898,0.293,140.006,208705,4,True
501,Samantha Fox,Touch Me 2016,Touch Me 2016 (Radio Edit),3N5xk3diFtwMPvpUJic22r,0.6,0.924,7,-4.808,0,0.0645,0.00162,0.3,0.382,123.027,168000,4,True
502,Various Artists,60 Alltime Dance Classics,Like A Prayer - Radio Edit,0QcnwZaokvrGZ3fGRCq94D,0.643,0.994,5,-7.27,1,0.117,0.00012,0.182,0.546,140.027,175143,4,True
503,Weisser Quiff,Smoke & Ash,Smoke & Ash,7jUBj3nZfs0dRqr68b4yxy,0.694,0.602,10,-7.358,0,0.0276,0.0982,0.109,0.329,104.997,164008,4,True
504,Jan Wayne vs. RainDropz!,Numb,Numb - RainDropz! Edit,6wrJRGRrgRzpbCnRNYcw6t,0.576,0.991,6,-6.451,0,0.0471,0.0242,0.0824,0.547,141.959,199908,4,True
505,Topmodelz,Time 2 Rock,Your Love,2MeEjQ1mTdmOlaiU5X73DE,0.709,0.86,1,-6.532,0,0.0579,2.49e-06,0.411,0.558,139.821,187627,4,True
506,Various Artists,Best of 2016,Touch Me - Bigroom Mix,407txJEvC3FeaqcIoxAnX1,0.783,0.891,9,-4.447,0,0.053,0.0107,0.0917,0.707,128.03,278000,4,True
507,Lotus,Wouldn't It Be Good,Wouldn't It Be Good,6yHWsKVZFKTJQclVqlcf7N,0.743,0.828,3,-6.168,0,0.0923,0.193,0.0902,0.469,124.985,171120,4,True
508,Jam,One of Us,One of Us (feat. Solamay) - Radio Mix,65US6PBz740EP4b5a9S8NM,0.612,0.749,9,-4.519,1,0.031,6.34e-05,0.101,0.347,121.98,209921,4,True
509,Marcapasos,"Girl, I Wanna (#90s Update Remix)","Girl, I Wanna - #90s Update Remix",7EzCgq5PgN6KcsazbKBSwV,0.74,0.76,10,-6.875,1,0.105,0.0,0.192,0.712,101.049,222252,4,True
510,Ryan Riback,All That She Wants,All That She Wants,28v0hvhId2Pzz51aDHd0ER,0.587,0.666,11,-6.25,1,0.0478,0.0,0.079,0.325,104.893,196571,4,True
511,Fall Out Boy,Spotify Singles,I Wanna Dance With Somebody (Who Loves Me) - Recorded at Spotify Studios NYC,3Oq3csvW3KDPY863ImWhwD,0.603,0.909,1,-4.758,0,0.0589,5.18e-05,0.126,0.643,118.992,262827,4,True
512,Fun[k]House,Freed from Desire,Freed from Desire - Radio Edit,5NVs08Sj3H3NRNgyyopd58,0.672,0.899,0,-4.197,1,0.0473,1.96e-05,0.34,0.488,127.967,183089,4,True
513,Galantis,Love On Me Remixes,Love on Me - CID Remix,7bnYyxLapKga3nZufqKnmK,0.623,0.932,1,-2.857,0,0.0683,0.00144,0.296,0.529,126.033,190810,4,True
514,Various Artists,Cover 2 Cover,Walking In Memphis - Master Blaster Radio Mix,0Km0TSHsoTMc5kTkc1cvv7,0.591,0.99,4,-6.898,1,0.0395,0.000148,0.149,0.672,140.027,194000,4,True
515,Alan Walker,Faded (Remixes),Faded - Tungevaag & Raaban Remix,57AFWR67E11MBJMIaOApfZ,0.638,0.81,6,-6.836,1,0.0671,0.0475,0.101,0.155,128.041,251507,4,True
516,Dino & Rocker,Breakfast At Tiffanys,Breakfast At Tiffanys - Movetown Remix Edit,3b5Jh0LKkJMEMdX38eb3Ms,0.746,0.726,2,-5.053,1,0.0387,0.0,0.0752,0.735,127.95,174000,4,True
517,Eric Prydz,Call On Me,Call On Me - Radio Edit,3uLSUZEmTY50H6Kw17lpfW,0.597,0.837,10,-6.518,1,0.375,0.00114,0.839,0.447,126.342,171360,4,True
518,Lost Frequencies,Crazy (Remixes - Pt. 1),Crazy - Dash Berlin Remix,7yUYUibX28G2PK5FoGerkn,0.666,0.918,2,-2.881,1,0.141,3.73e-06,0.244,0.605,127.977,184011,4,True
519,Vigiland,UFO,UFO - Radio Edit,7azVJ6AgvPLOum1tppactO,0.839,0.808,5,-7.005,1,0.114,0.747,0.186,0.181,128.068,144390,4,True
520,DJ Gollum,Narcotic,Narcotic - Money G Radio Edit,0W67zUnbKRXkNLFYYNbjj9,0.741,0.542,6,-7.948,1,0.0401,0.00976,0.333,0.629,127.988,214204,4,True
521,Special D.,Reckless,Come With Me - Radio Edit,3qLhHLgFCvq6YEzqZhCPEd,0.739,0.999,7,-5.077,1,0.0803,0.00224,0.28,0.501,139.982,185133,4,True
522,Paolo Ortelli,Rhythm Is A Dancer,Rhythm Is A Dancer,7F78HhB1sZvcMHdAKl3mn6,0.786,0.905,9,-2.404,0,0.0522,0.0,0.204,0.736,130.003,214161,4,True
523,Aaron Smith,Dancin (feat. Luvli) [Krono Remix],Dancin (feat. Luvli) - Krono Remix,6WkJ2OK163XXS2oARUC9JM,0.72,0.741,10,-6.529,0,0.0287,1.41e-05,0.289,0.357,119.896,198053,4,True
524,Mike Candys,The Riddle Anthem Rework,The Riddle Anthem Rework,1pNJycHf5rlmpAHDGzycpn,0.796,0.927,6,-4.942,0,0.0397,0.0,0.0657,0.459,126.035,173333,4,True
525,DJ Gollum,Fairytale Gone Bad,Fairytale Gone Bad - Radio Edit,3MBEoNV8Ww75uQtrH8KpPQ,0.562,0.988,6,-8.16,1,0.055,3.19e-05,0.14,0.415,141.953,204230,4,True
526,Mac Beez,Never Gonna Give You Up,Never Gonna Give You Up,5fnDDcjcXKUvJ6iSnpiU0v,0.765,0.751,9,-5.336,0,0.0286,0.64,0.08,0.862,105.953,212910,4,True
527,Chachi,Land Down Under,Land Down Under,6LPB979FzxArOcmoZHJBpe,0.614,0.764,2,-5.356,1,0.0339,8.89e-05,0.58,0.233,119.847,213853,4,True
528,Topmodelz,Summer of 69,Summer Of 69,051ZdP0DFalVl6ZO49WHJa,0.654,0.957,9,-4.79,1,0.0337,2.69e-05,0.217,0.559,139.003,226000,4,True
529,Various Artists,Enormous Tunes - Amsterdam Nights 2016,Sweet Dreams - Andrey Keyton & Sharapov Radio Mix,6LO2RX6xk8ewThFQdgyuDz,0.723,0.913,8,-4.874,1,0.0736,0.000199,0.103,0.59,122.002,225246,4,True
530,Jan Van Bass-10,Behind Blue Eyes,Behind Blue Eyes - DJ Gollum Radio Edit,1Wbc3jFW1UYqqo4I17tf2T,0.354,0.936,7,-6.658,1,0.0475,0.000305,0.108,0.143,120.118,245929,4,True
531,Bob Dylan,Highway 61 Revisited,Like a Rolling Stone,3AhXZa8sUQht0UEdBJgpGc,0.483,0.721,0,-6.836,1,0.032,0,0.189,0.562,95.261,369600,4,False
532,The Rolling Stones,The Rolling Stones Singles Collection: The London Years (Remastered),(I Can't Get No) Satisfaction - Mono Version / Remastered 2002,57J2znxukXsXzS3XPuZ1TG,0.722,0.882,2,-6.763,1,0.0348,0.0496,0.119,0.921,136.299,222840,4,False
533,John Lennon,Imagine,Imagine - Remastered 2010,7pKfPomDEeI4TPT6EOYjn9,0.547,0.257,0,-12.358,1,0.0252,0.183,0.0935,0.169,75.752,187867,4,False
534,Prince,Purple Rain,Purple Rain,54X78diSLoUDI3joC2bjMz,0.367,0.452,10,-10.422,1,0.0307,0.00228,0.689,0.189,113.066,520787,4,False
535,Marvin Gaye,Favorites,What's Going On,42PyxnviKRfOa8z39g8aZj,0.28,0.72,1,-9.668,0,0.111,1.36e-06,0.394,0.805,202.523,233293,4,False
536,Aretha Franklin,Definitive Soul: Aretha Franklin,Respect,3OYh9wHWqWD6bpmO3WQNlM,0.819,0.537,0,-5.223,1,0.0414,0.000218,0.0871,0.963,115.086,142840,4,False
537,The Beatles,Abbey Road (Remastered),Come Together - Remastered,0MKqeOVdZcUFGJvWpGCKbG,0.533,0.376,9,-11.913,0,0.0393,0.248,0.0926,0.187,165.007,259947,4,False
538,The Beach Boys,Good Vibrations 40th Anniversary,Good Vibrations - Remastered,2oF7FZHIJbzjeEXZ3D0Ku4,0.403,0.495,10,-6.888,0,0.0312,8.03e-06,0.147,0.38,132.912,217747,4,False
539,Yes,90125,Owner Of A Lonely Heart,0eaZbB3SewakRxB9uHKjjj,0.733,0.553,7,-13.924,1,0.0382,0.00257,0.147,0.934,124.993,266267,4,False
540,Various Artists,Sixties,Johnny B. Goode - Single Version,3k80YuKn2pV1J02dfQtCVB,0.464,0.918,10,-4.247,1,0.131,5.69e-05,0.313,0.966,170.269,157787,4,False
541,Nirvana,Nirvana (International Version),Smells Like Teen Spirit,4hy4fb5D1KL50b3sng9cjw,0.48,0.875,1,-5.898,1,0.0429,0.000751,0.103,0.826,116.754,300827,4,False
542,David Bowie,Heroes (1999 Remaster),Heroes - 1999 Remaster,5j6ZZwA9BnxZi5Bk0Ng4jB,0.478,0.774,7,-6.977,1,0.0292,0.585,0.191,0.429,112.577,370373,4,False
543,Phil Collins,Face Value,In The Air Tonight,7Dbg5O9nNWu6SWxDjJ9qoq,0.597,0.313,2,-10.791,0,0.0265,6.23e-06,0.0734,0.357,94.987,333120,4,False
544,The Beatles,1 (Remastered),Let It Be - Remastered 2015,22QadBPe0QCuqraFVAr1m3,0.445,0.436,0,-8.536,1,0.0332,2.63e-05,0.112,0.483,139.848,230440,4,False
545,Ray Charles,Definitive Soul: Ray Charles,"What'd I Say, Pt. 1 & 2 - 2005 Mono Remaster",2eB8n7IbMSd0aoh0UtsRZK,0.399,0.534,4,-9.931,1,0.122,0,0.434,0.816,177.375,304027,4,False
546,The Doors,L.A. Woman,Riders on the Storm,14XWXWv5FoCbFzLksawpEe,0.549,0.722,11,-11.729,0,0.0283,0.0138,0.11,0.716,103.885,434720,4,False
547,The Who,My Generation (Deluxe Edition),My Generation - Shel Talmy Stereo Version,7Dj8lFTfYuB3CkfNpRuWjb,0.444,0.896,0,-5.704,0,0.0523,4.55e-05,0.294,0.804,94.991,201800,4,False
548,The Beatles,1 (Remastered),Hey Jude - Remastered 2015,3H7sv3Krffn15BufUuXzf3,0.386,0.607,10,-7.7,1,0.0261,1.38e-05,0.088,0.532,147.207,425653,4,False
549,Sam Cooke,Portrait Of A Legend,A Change Is Gonna Come,7aXPwuC5qjhT0ddjHqe64o,0.32,0.391,0,-10.086,0,0.0318,0,0.291,0.49,86.433,191747,3,False
550,Bob Dylan,The Freewheelin' Bob Dylan,Blowin' in the Wind,18GiV1BaXzPVYpp9rmOg0E,0.38,0.0993,2,-20.567,1,0.0509,2.32e-05,0.0605,0.44,174.874,165427,4,False
551,The Clash,London Calling,London Calling,5BXoDYim9Upsv8dsuSJQPa,0.653,0.797,0,-6.958,1,0.048,0,0.0847,0.726,133.725,199733,4,False
552,Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,Purple Haze,1rCUQpzLUTtRh0fdxeW15j,0.525,0.897,2,-5.194,1,0.0727,0.731,0.0639,0.448,108.578,172133,4,False
553,"Earth, Wind & Fire","Now, Then & Forever",September,06rPFgQsKS607RhYIqCmGq,0.689,0.912,9,-3.673,1,0.0302,0.000243,0.298,0.982,125.94,216347,4,False
554,Van Halen,Van Halen II,Dance The Night Away,0Gql9hTkMSka2wbWxworri,0.526,0.891,8,-4.508,1,0.0732,0,0.0472,0.689,129.001,189667,4,False
555,Blue Swede,Hooked On A Feeling,Hooked on a Feeling,6Ac4NVYYl2U73QiTt11ZKd,0.547,0.82,8,-6.728,1,0.0805,0,0.3,0.933,118.208,172867,4,False
556,Chuck Berry,The Anthology,Maybellene - Single Version,7EqAuPnAEFNnRybQD4FXqa,0.766,0.817,10,-7.293,0,0.107,0,0.134,0.726,117.456,139400,4,False
557,The Beatles,1 (Remastered),Yesterday - Remastered 2015,63uskN0xLezVg4281wzeQn,0.401,0.189,0,-11.189,1,0.0287,0,0.0968,0.357,94.509,125320,4,False
558,a-ha,Hunting High and Low,Take on Me,2WfaOiMkCvy7F5fcp2zZ8L,0.573,0.902,6,-7.638,0,0.054,0.00125,0.0928,0.876,84.412,225280,4,False
559,Elvis Presley,Hound Dog,Hound Dog,5TSzvj4hkFhaeyUqTncSww,0.397,0.829,0,-6.078,1,0.0668,0.000555,0.806,0.947,174.801,135930,4,False
560,Eagles,The Complete Greatest Hits (2013 Remaster),Hotel California - 2013 Remaster,1ZA8L9IOkRhmmz4nPXXx7h,0.579,0.508,2,-9.484,1,0.027,0.000494,0.0575,0.609,147.125,391376,4,False
561,Fleetwood Mac,Tango In The Night,Everywhere,6i8ecOsx4J2Px1maiqzqoG,0.69,0.54,4,-10.516,1,0.0317,0.00657,0.115,0.764,114.846,222733,4,False
562,Prince,Purple Rain,Let's Go Crazy,0QeI79sp1vS8L3JgpEO7mD,0.309,0.93,11,-6.399,1,0.125,0.0022,0.106,0.376,195.815,280000,4,False
563,David Bowie,Nothing Has Changed (The Best of David Bowie) [Deluxe Edition],"Let's Dance - Single Version, 2014 Remaster",36umtbUVPKxlgJzKcrQIwI,0.643,0.627,8,-10.972,1,0.0405,0.00259,0.123,0.725,114.477,248587,4,False
564,Led Zeppelin,Led Zeppelin IV,Stairway to Heaven - 1990 Remaster,51pQ7vY7WXzxskwloaeqyj,0.346,0.335,7,-12.453,1,0.0339,0.00674,0.185,0.213,84.204,478173,4,False
565,Iron Maiden,En Vivo!,"The Number of the Beast - Live At Estadio Nacional, Santiago",7MH6q8Jhw7O4EN889zNnDL,0.294,0.938,7,-7.556,1,0.108,0.00154,0.959,0.373,97.865,297813,4,False
566,Bruce Springsteen,Born To Run,Born to Run,4mC6yZvp9zfzp21IuLAPGD,0.253,0.868,4,-9.773,1,0.073,0,0.214,0.68,146.647,269200,4,False
567,Various Artists,Phil Spector's Wall Of Sound Retrospective Phillies Sound 1961-1996,Be My Baby,0eXzLs2mOlkZXeftGN0SNH,0.508,0.844,4,-4.74,1,0.0623,0,0.081,0.769,130.151,159428,4,False
568,Radiohead,Pablo Honey (Collector's Edition),Creep,3HfB5hBU0dmBt8T0iCmH42,0.532,0.344,7,-13.057,1,0.035,0.000473,0.115,0.126,91.834,235667,4,False
569,Kate Bush,Hounds Of Love,Running Up That Hill (A Deal With God),75FEaRjZTKLhTrFGsfMUXR,0.629,0.547,10,-13.123,0,0.055,0.00314,0.0604,0.197,108.375,298933,4,False
570,Coldplay,X&Y,Fix You,7LVHVU3tWfcxj5aiPFEW4Q,0.209,0.417,3,-8.74,1,0.0338,0.00196,0.113,0.124,138.178,295533,4,False
571,Spandau Ballet,Gold - The Best of Spandau Ballet,Only When You Leave,25OUeDZIDX1UIQlsrWcCgc,0.667,0.775,7,-6.842,0,0.0287,0.000212,0.0863,0.841,136.91,301400,4,False
572,Alanis Morissette,Jagged Little Pill (Collector's Edition),Ironic - 2015 Remaster,5Fu0SNxvodqiHkwujDfhTC,0.408,0.582,11,-8.305,1,0.0508,0,0.159,0.365,114.926,230000,5,False
573,Blur,Blur: The Best Of,Song 2,3GfOAdcoc3X5GPiiXmpBjK,0.658,0.709,8,-6.736,1,0.0904,0.00447,0.0657,0.855,129.699,121880,4,False
574,Curtis Mayfield,Curtis Mayfield & The Impressions - Universal Masters,People Get Ready - Single Version,1MlXd4giftxXZgeMItb3PQ,0.423,0.227,1,-15.978,1,0.0414,0.000242,0.246,0.37,143.346,157480,3,False
575,The Beach Boys,The Very Best Of The Beach Boys: Sounds Of Summer,God Only Knows - Remastered,6QfVPhc1i2E4p2bldr4pjQ,0.504,0.519,4,-7.565,1,0.0309,0,0.062,0.357,116.1,173440,4,False
576,Various Artists,Virgin Records: 40 Years Of Disruptions,In The Air Tonight,7FTLcRHtraE56nzsEg1wJJ,0.586,0.234,2,-14.195,0,0.0277,1.53e-05,0.0893,0.334,94.643,326707,4,False
577,David Bowie,Nothing Has Changed (The Best of David Bowie) [Deluxe Edition],Where Are We Now?,0vzt5sEkX98bE90A8h96Tk,0.551,0.301,0,-15.213,1,0.0241,0.0106,0.121,0.458,79.966,249227,4,False
578,Otis Redding,The Very Best of Otis Redding,(Sittin' On) the Dock of the Bay,3XWiy9JEQ4iyqCzIqqdQu3,0.486,0.312,2,-13.522,1,0.0533,1.59e-06,0.0601,0.598,205.917,166827,4,False
579,Talking Heads,Remain in Light (Deluxe Version),Once in a Lifetime - 2005 Remaster,4QvrEeYaJChAe7PJ8DvJme,0.644,0.919,2,-6.289,1,0.0561,0.134,0.622,0.871,117.459,259907,4,False
580,Eric Clapton,The Cream Of Clapton,Layla,0S2cMsSo3KgOQF8QdxgYrk,0.415,0.653,5,-11.787,1,0.054,0.469,0.301,0.234,114.363,433107,4,False
581,The Smiths,The Sound of the Smiths (Deluxe; 2008 Remaster),There Is a Light That Never Goes Out - 2008 Remaster,6yllGc1Gnh17PnpmC1hrki,0.522,0.763,4,-5.821,1,0.0272,0,0.123,0.876,136.018,245267,4,False
582,Johnny Cash,The Very Best Of The Sun Years,I Walk The Line,7wJepIHVDC88KzSyzNU1mA,0.858,0.382,10,-15.954,1,0.0463,0.00248,0.101,0.692,106.5,165093,4,False
583,Grateful Dead,American Beauty (2013 Remaster),Sugar Magnolia - 2013 Remaster,2EB1aFLWC4uIfld5Z3Yj1z,0.598,0.516,1,-12.487,0,0.0413,1.32e-06,0.0816,0.671,154.446,199399,4,False
584,The Rolling Stones,Beggars Banquet,Sympathy For The Devil,3F5536OVoFkEchiHs59sMr,0.657,0.675,9,-10.967,1,0.242,0,0.0646,0.587,115.577,376250,4,False
585,Tina Turner,Tina!,River Deep - Mountain High,19jo0UT2vqD4pNVfIqTy4R,0.621,0.972,8,-3.791,1,0.0724,0.000585,0.195,0.866,155.113,244160,4,False
586,Led Zeppelin,Rock and Roll (Alternate Mix),Rock and Roll - Alternate Mix,45VtNXnnuYnr1DTU8VwpHo,0.341,0.952,9,-7.045,1,0.0497,0.00318,0.0995,0.714,169.925,219680,4,False
587,The Righteous Brothers,You've Lost That Lovin' Feelin',You've Lost That Lovin' Feelin' - Single Version,3no0tiiQldD3LnsxwVtnnk,0.357,0.389,1,-9.702,1,0.0269,0,0.099,0.324,94.211,224000,4,False
